npa_plz,town,state,latitude,longitude
1913,Saillon,VS,46.1775,7.15866
1914,Auddes-sur-Riddes,VS,46.1492,7.25909
1918,La Tzoumaz,VS,46.1448,7.23299
1919,Martigny Mutuel,VS,46.1014,7.07291
1920,Martigny Gare CFF,VS,46.1072,7.08083
1921,Martigny-Combe,VS,46.0821,7.1003
1922,Granges (Salvan),VS,46.1103,6.95979
1923,Les Mar�cottes,VS,46.1195,6.99892
1925,Finhaut Dist,VS,46.0715,6.94664
1926,Fully Dist,VS,46.1575,7.11174
1927,Chemin,VS,46.0774,7.10281
1928,Ravoire,VS,46.096,7.04496
1929,Trient,VS,46.0395,6.9988
1932,Les Valettes,VS,46.0642,7.08243
1933,La Garde,VS,46.0694,7.14565
1934,Bagnes+Verbier,VS,46.0671,7.2151
1936,Verbier,VS,46.1001,7.22528
1937,Orsi�res,VS,45.9723,7.1014
1938,Champex-Lac,VS,46.0363,7.11306
1941,Cries (Voll�ges),VS,46.0922,7.15627
1942,Levron,VS,47.513,9.26645
1943,Praz-de-Fort,VS,45.9805,7.14061
1944,La Fouly VS,VS,45.9167,7.10462
1945,Petit Vich�res,VS,45.9802,7.18841
1946,Bourg-Saint-Pierre,VS,45.9231,7.21072
1947,Le Fregnoley,VS,46.066,7.23322
1948,Le Morgnes,VS,46.0339,7.29459
1950,Sion Dist Ba,VS,46.2304,7.36599
1951,Sion car postal,VS,46.2281,7.35886
1955,Grugnay (Chamoson),VS,46.215,7.19706
1957,Ardon,VS,46.2301,7.23785
1958,Uvrier,VS,46.2554,7.42541
1961,Vernami�ge,VS,46.211,7.43486
1962,Pont-de-la-Morge,VS,46.2247,7.30919
1963,V�troz,VS,46.2258,7.27057
1964,Conthey Dist,VS,46.2725,7.25473
1965,Savi�se Dist,VS,46.3093,7.31139
1966,Argnoud (Ayent),VS,46.328,7.41024
1967,Bramois,VS,46.2336,7.39884
1968,Mase,VS,46.1936,7.45806
1969,Eison (St.Martin),VS,46.1581,7.45727
1971,Com�raz(Grimisuat),VS,46.256,7.38086
1972,Anz�re,VS,46.297,7.40042
1973,Nax,VS,46.2078,7.47582
1974,Arbaz,VS,46.2986,7.37556
1975,St-S�verin,VS,46.2398,7.29405
1976,Daillon,VS,46.2581,7.30761
1977,Icogne,VS,46.3251,7.45411
1978,Lens,VS,46.2947,7.45799
1981,Vex,VS,46.1968,7.39105
1982,Euseigne,VS,46.1615,7.41429
1983,Lana (Evol�ne),VS,46.0498,7.50935
1984,Les Haud�res,VS,46.0835,7.51959
1985,La Sage,VS,46.0983,7.51536
1986,Arolla,VS,46.036,7.48371
1987,M�che,VS,46.0888,7.39563
1988,Thyon-Les Collons,VS,46.1814,7.37134
1991,Mis�riez (Salins),VS,46.2076,7.35368
1992,Cr�te-�-l'Oeil,VS,46.1991,7.36801
1993,Cl�bes (Nendaz),VS,46.1972,7.33798
1994,Aproz (Nendaz),VS,46.1984,7.3181
1996,Saclentz (Nendaz),VS,46.152,7.28313
1997,Nendaz,VS,46.1361,7.31587
2000,Neuch�tel 2 Dist,NE,47.0094,6.9381
2001,Neuch�tel 1 Dist C,NE,46.9882,6.89378
2002,Neuch�tel Swisscom,NE,46.9882,6.89378
2003,Neuch�tel 3,NE,46.9882,6.89378
2004,Neuch�tel 4,NE,46.9882,6.89378
2006,Neuch�tel 6,NE,46.9882,6.89378
2007,Neuch�tel 7,NE,46.9884,6.89415
2008,Neuch�tel,NE,46.9903,6.93109
2009,Neuch�tel 9,NE,46.9884,6.89415
2010,Neuch�tel OFS,NE,46.9886,6.89722
2012,Auvernier,NE,46.9775,6.87869
2013,Colombier Dist Ba,NE,46.9696,6.86092
2014,B�le,NE,46.9689,6.83713
2015,Areuse,NE,46.9572,6.85716
2016,Cortaillod,NE,46.944,6.84792
2017,Boudry,NE,46.9531,6.80775
2019,Rochefort,NE,46.9863,6.80397
2022,Bevaix,NE,46.9312,6.80413
2023,Gorgier,NE,46.9242,6.76506
2024,Saint-Aubin-Sauges,NE,46.8999,6.7552
2025,Chez-le-Bart,NE,46.9004,6.7828
2027,Fresens,NE,46.8867,6.74725
2028,Vaumarcus,NE,46.8733,6.74543
2034,Peseux,NE,46.9956,6.88949
2035,Corcelles NE Dist,NE,46.9851,6.87557
2036,Cormondr�che,NE,46.9805,6.86956
2037,Montezillon,NE,47.0005,6.83164
2042,Valangin,NE,46.9533,6.90255
2043,Boudevilliers,NE,47.031,6.88112
2046,Fontaines NE,NE,47.0607,6.8743
2052,La Vue-des-Alpes,NE,47.0591,6.88378
2053,Cernier,NE,47.0762,6.90062
2054,Les Vieux-Pr�s,NE,47.0729,6.92559
2056,Dombresson,NE,47.0845,6.95339
2057,Villiers,NE,47.0891,6.99321
2058,Le P�quier NE,NE,47.107,6.98969
2063,Saules,NE,47.026,6.93051
2065,Savagnier,NE,47.0503,6.95659
2067,Chaumont,NE,47.0123,6.94972
2068,Hauterive NE,NE,47.0153,6.92269
2072,Saint-Blaise,NE,47.0245,6.98866
2073,Enges,NE,47.0647,7.00951
2074,Marin-Centre,NE,47.0093,7.0121
2075,Wavre,NE,47.0194,7.02021
2087,Cornaux,NE,47.0326,7.01385
2088,Cressier NE,NE,47.0505,7.02402
2103,Noiraigue,NE,46.9532,6.72497
2105,Travers,NE,46.9487,6.67786
2108,Couvet,NE,46.934,6.63054
2112,M�tiers NE,NE,46.904,6.56244
2113,Boveresse,NE,46.9283,6.5885
2114,Fleurier,NE,46.8952,6.58983
2115,Buttes,NE,46.8836,6.53502
2116,Mont-de-Buttes,NE,46.8778,6.51008
2117,La C�te-aux-F�es,NE,46.8631,6.48751
2122,Pont-en-Ogoz,FR,46.6859,7.0871
2123,Saint-Sulpice NE,NE,46.9209,6.54592
2124,Les Sagnettes,NE,46.9386,6.5932
2126,Les Verri�res,NE,46.915,6.47497
2127,Les Bayards,NE,47.5409,8.5779
2132,Bas-Intyamon,FR,46.5668,7.08394
2149,Brot-Dessous,NE,46.9602,6.75798
2206,Les Geneveys-sur-Coffrane,NE,47.0216,6.84764
2207,Coffrane,NE,47.0094,6.85004
2208,Les Hauts-Geneveys,NE,47.0507,6.86391
2300,Chdfds Dist Fil,NE,47.1102,6.83338
2301,La Chaux-de-Fonds,NE,47.1102,6.83338
2302,La Chaux-de-Fonds,NE,47.1102,6.83338
2303,La Chaux-de-Fonds,NE,47.1102,6.83338
2304,La Chaux-de-Fonds,NE,47.1102,6.83338
2306,La Chaux-de-Fonds,NE,47.1102,6.83338
2314,La Sagne,NE,47.0471,6.80146
2316,Les Ponts-de-Martel,NE,46.9973,6.73019
2318,Brot-Plamboz,NE,46.9848,6.7507
2322,Le Cr�t-du-Locle,NE,47.0779,6.78316
2325,Les Joux-Derri�re,NE,47.1076,6.76819
2333,La Cibourg,BE,47.1433,6.89308
2336,Les Bois,JU,47.1795,6.89825
2338,Muriaux,JU,47.223,6.98615
2340,Le Noirmont,JU,47.2137,6.94412
2345,Le Peuchapatte,JU,47.2052,7.00256
2350,Saignel�gier,JU,47.2458,7.01999
2353,Les Pommerats,JU,47.2736,6.98622
2354,Goumois,JU,47.2673,6.95929
2360,Le Bémont JU,JU,47.2623,7.03929
2362,Montfavergier,JU,47.3078,7.08604
2363,Les Enfers,JU,47.2917,7.04618
2364,St-Brais,JU,47.3078,7.11898
2400,Le Locle Dist,NE,47.0532,6.74816
2405,La Chaux-du-Milieu,NE,47.0059,6.69458
2406,La Ch�tagne,NE,46.9682,6.58275
2414,Le Cerneux-P�quignot,NE,47.0136,6.66678
2416,Les Brenets,NE,47.0748,6.72477
2500,Biel/Bienne 10,BE,47.1471,7.29099
2502,Biel/Bienne,BE,47.1502,7.24818
2503,Biel/Bienne,BE,47.1337,7.25605
2504,Biel/Bienne,BE,47.1587,7.2818
2505,Biel/Bienne,BE,47.1352,7.21806
2510,Biel/Bienne DistBa,BE,47.1438,7.24868
2512,T�scherz-Alferm�e,BE,47.1224,7.19735
2513,Twann,BE,47.1031,7.16019
2514,Ligerz,BE,47.0891,7.14499
2515,Pr�les,BE,47.1508,7.12292
2516,Lamboing,BE,47.1272,7.15565
2517,Diesse,BE,47.1182,7.11771
2518,Nods,BE,47.1214,7.08312
2520,La Neuveville Dist,BE,47.0753,7.10165
2523,Ligni�res,NE,47.0912,7.05063
2525,Le Landeron,NE,47.0644,7.05749
2532,Magglingen/Macolin,BE,47.1417,7.21842
2533,Evilard,BE,47.1456,7.22099
2534,Les Pr�s-d'Orvin,BE,47.1562,7.19312
2535,Frinvillier,BE,47.1692,7.25751
2536,Plagne,BE,47.1884,7.27641
2537,Vauffelin,BE,47.1855,7.29684
2538,Romont BE,BE,47.1969,7.30166
2540,Grenchen 1 Zust,SO,47.1972,7.38753
2542,Pieterlen,BE,47.1739,7.32801
2543,Lengnau BE F�cher,BE,47.1812,7.36315
2544,Bettlach,SO,47.2085,7.41884
2545,Selzach,SO,47.2172,7.4484
2552,Orpund,BE,47.1418,7.30312
2553,Safnern,BE,47.1523,7.32192
2554,Meinisberg,BE,47.1614,7.35267
2555,Br�gg,BE,47.1266,7.27711
2556,Schwadernau,BE,47.1219,7.31435
2557,Studen,BE,47.1099,7.29882
2558,Aegerten,BE,47.1171,7.28509
2560,Nidau Zustellung,BE,47.1243,7.24087
2562,Port,BE,47.1141,7.2589
2563,Ipsach,BE,47.115,7.23182
2564,Bellmund,BE,47.1029,7.24319
2565,Jens,BE,47.0969,7.26767
2572,M�rigen,BE,47.0841,7.21294
2575,Gerolfingen,BE,47.0653,7.19781
2576,L�scherz,BE,47.0432,7.15404
2577,Finsterhennen,BE,47.0172,7.17895
2603,P�ry,BE,47.1987,7.26331
2604,La Heutte,BE,47.1885,7.21852
2605,Sonceboz-Sombeval,BE,47.1915,7.17847
2606,Corg�mont,BE,47.1911,7.13858
2607,Cort�bert,BE,47.1748,7.1078
2608,Mtgne-Courtelary,BE,47.1765,7.07265
2610,Les Pontins,BE,47.1511,6.98885
2612,Cormoret,BE,47.1645,7.04691
2613,Villeret,BE,47.1624,7.02279
2615,Montagne-Sonvilier,BE,47.1387,6.95224
2616,La Cibourg,BE,47.1132,6.86901
2710,Tavannes Dist,BE,47.2214,7.18378
2712,Le Fuet,BE,47.2434,7.18281
2713,Bellelay,BE,47.2685,7.16673
2714,Les Genevez JU,JU,47.2574,7.1313
2715,Ch�telat,BE,47.2701,7.18573
2716,Sornetan,BE,47.2711,7.21719
2717,Reb�velier,BE,47.2849,7.18259
2718,Lajoux JU,JU,47.2789,7.10464
2720,Tramelan Dist,BE,47.2272,7.0968
2722,Les Reussilles,BE,47.2246,7.08335
2723,Mont-Tramelan,BE,47.2028,7.06432
2732,Loveresse,BE,47.2267,7.22298
2733,Pontenet,BE,47.2497,7.25391
2735,Malleray-B�v. Dist,BE,47.232,7.28501
2736,Sorvilier,BE,47.233,7.30686
2738,Court,BE,47.2398,7.35924
2740,Moutier 1 Dist,BE,47.2774,7.36167
2742,Perrefitte,BE,47.2782,7.32183
2743,Eschert,BE,47.2635,7.40423
2744,Belprahon,BE,47.2886,7.40427
2745,Grandval,BE,47.2835,7.42538
2746,Cr�mines,BE,47.2854,7.45199
2747,Corcelles-Seehof BE,BE,47.3015,7.51798
2748,Les Ecorcheresses,BE,47.2738,7.25586
2762,Roches BE,BE,47.3017,7.37378
2800,Del�mont,JU,47.3751,7.33292
2802,Develier,JU,47.3647,7.2815
2803,Bourrignon,JU,47.393,7.25076
2805,Soyhi�res,JU,47.3987,7.36519
2806,Mettembert,JU,47.3967,7.32482
2807,Pleigne-Lucelle,JU,47.4154,7.30973
2812,Movelier,JU,47.4104,7.31729
2813,Ederswiler,JU,47.4211,7.33327
2814,Roggenburg,BL,47.4283,7.35432
2822,Courroux,JU,47.3692,7.39303
2823,Courcelon,JU,47.3617,7.39095
2824,Vicques,JU,47.3509,7.42703
2825,Courchapoix,JU,47.3481,7.45178
2826,Corban,JU,47.3472,7.47235
2827,Schelten,BE,47.3313,7.55302
2828,Montsevelier,JU,47.357,7.51182
2829,Vermes,JU,47.3221,7.47698
2830,Vellerat,JU,47.3347,7.37428
2832,Rebeuvelier,JU,47.3208,7.41793
2842,Rossemaison,JU,47.3426,7.3436
2843,Ch�tillon JU,JU,47.3199,7.34073
2852,Court�telle,JU,47.3309,7.31766
2853,Courfaivre,JU,47.3299,7.27975
2854,Bassecourt,JU,47.3351,7.24078
2855,Glovelier,JU,47.3269,7.18444
2856,Bo�court,JU,47.3615,7.22294
2857,S�prais,JU,47.3723,7.23643
2863,Undervelier,JU,47.3009,7.22225
2864,Soulce,JU,47.2979,7.27994
2873,Saulcy,JU,47.3025,7.15354
2874,Montfavergier,JU,47.303,7.08495
2875,Montfaucon,JU,47.2736,7.07025
2877,Le B�mont JU,JU,47.2593,7.03901
2882,Saint-Ursanne,JU,47.3577,7.15331
2883,Montmelon,JU,47.3581,7.17107
2884,Montenol,JU,47.3497,7.14375
2885,Epauvillers,JU,47.3373,7.11627
2886,Epiquerez,JU,47.3261,7.06882
2887,Soubey,JU,47.3069,7.04564
2888,Seleute,JU,47.3629,7.10919
2889,Ocourt,JU,47.3549,7.07302
2900,Porrentruy Caserne,JU,47.4213,7.07101
2902,Fontenais,JU,47.3877,7.07682
2903,Villars-sur-Font,JU,47.3855,7.081
2904,Bressaucourt,JU,47.3832,7.03905
2905,Courtedoux,JU,47.4127,7.03618
2906,Chevenez,JU,47.3915,6.9929
2907,Rocourt,JU,47.3858,6.95577
2908,Grandfontaine,JU,47.3915,6.93364
2912,R�cl�re,JU,47.3655,6.95411
2914,Damvant,JU,47.3681,6.8978
2915,Bure,JU,47.3037,9.45709
2916,Fahy,JU,47.4174,6.95286
2922,Courchavon,JU,47.4366,7.04556
2923,Courtema�che,JU,47.4582,7.04695
2924,Montignez,JU,47.4838,7.05706
2925,Buix,JU,47.4772,7.0282
2926,Boncourt,JU,47.488,7.00761
2932,Coeuve,JU,47.4533,7.09544
2933,Lugnez,JU,47.266,7.09171
2935,Beurnev�sin,JU,47.4892,7.12959
2942,Alle,JU,47.4284,7.12625
2943,Vendlincourt,JU,47.4519,7.14873
2944,Bonfol,JU,47.4758,7.15681
2946,Mi�court,JU,47.4312,7.17422
2947,Charmoille,JU,47.4269,7.2123
2950,Courtemautruy,JU,47.3929,7.12187
2952,Cornol,JU,47.4048,7.16314
2953,Pleujouse,JU,47.4089,7.19251
2954,Asuel,JU,47.3909,7.20519
3000,Bern 22 F�cher,BE,46.9476,7.40646
3001,Bern 1 F�cher,BE,46.948,7.44821
3002,Bern Postfinance,BE,46.948,7.44821
3003,Bern 3 St�nderat,BE,46.948,7.44821
3004,Bern,BE,46.9476,7.40646
3005,Bern,BE,46.94,7.44864
3006,Bern,BE,46.9452,7.46987
3007,Bern,BE,46.9386,7.43985
3008,Bern,BE,46.9436,7.41822
3010,Bern,BE,46.9476,7.40646
3011,Bern,BE,46.9476,7.40646
3012,Bern,BE,46.9482,7.44001
3013,Bern,BE,46.9482,7.44001
3014,Bern,BE,46.9476,7.40646
3015,Bern,BE,46.9482,7.44001
3018,Bern 18 Zustellung,BE,46.9476,7.40646
3019,Bern,BE,46.9313,7.33769
3020,Bern,BE,46.9438,7.34901
3024,Bern,BE,46.948,7.44821
3027,Bern 27 Zustellung,BE,46.9476,7.40646
3030,Bern Feldpostdir.,BE,46.948,7.44821
3032,Hinterkappelen,BE,46.9663,7.38891
3033,Wohlen b. Bern,BE,46.9826,7.34126
3034,Murzelen,BE,46.9816,7.31644
3035,Frieswil,BE,46.9785,7.26546
3036,Detligen,BE,47.0017,7.27331
3037,Herrenschwanden,BE,46.978,7.41809
3038,Kirchlindach,BE,46.9985,7.41579
3040,Bern,BE,46.948,7.44821
3041,Bern,BE,46.9919,7.39928
3042,Ortschwaben,BE,46.9917,7.40244
3043,Uettligen,BE,46.9803,7.38097
3044,Innerberg,BE,46.979,7.3331
3045,Meikirch,BE,47.004,7.36588
3046,Wahlendorf,BE,47.0042,7.33694
3047,Bremgarten b. Bern,BE,46.9744,7.43463
3048,Worblaufen,BE,46.9487,7.47421
3049,S�riswil,BE,46.9918,7.33427
3050,Bern DS,BE,46.948,7.44821
3052,Zollikofen Zust,BE,46.9942,7.45243
3053,L�tti,BE,47.0182,7.44859
3054,Sch�pfen,BE,47.0358,7.37467
3063,Ittigen F�cher,BE,46.9806,7.47452
3065,Bolligen Station,BE,46.9832,7.51364
3066,Stettlen,BE,46.9566,7.52213
3067,Vechigen,BE,46.9459,7.55205
3068,Utzigen,BE,46.9524,7.57667
3072,Omundigen R�ti F�,BE,46.9559,7.49559
3073,G�mligen Zust,BE,47.131,7.53128
3074,Muri b. Bern,BE,46.9315,7.49884
3075,R�fenacht BE,BE,46.9274,7.54425
3076,Worb Zustellung,BE,46.9272,7.57077
3077,Enggistein,BE,46.932,7.59649
3078,Richigen,BE,46.8822,7.58336
3082,Schlosswil,BE,46.9066,7.61247
3083,Trimstein,BE,46.9026,7.5748
3084,Wabern Zustellung,BE,46.9407,7.45878
3085,Wabern Weihnachten,BE,46.9289,7.45139
3086,Wald BE,BE,46.8518,7.45933
3087,Niedermuhlern,BE,46.8576,7.46084
3088,R�eggisberg,BE,46.8175,7.43257
3089,Hinterfultigen,BE,46.8376,7.40196
3095,Spiegel Zust,BE,46.9209,7.42556
3096,Oberbalm,BE,46.866,7.40902
3097,Liebefeld F�cher,BE,46.9441,7.40124
3098,K�niz Zustellung,BE,46.9043,7.39781
3099,R�ti b. Riggisberg,BE,46.7707,7.45679
3110,M�nsingen Zust,BE,46.8761,7.56089
3111,T�gertschi,BE,46.8706,7.58478
3112,Allmendingen,BE,46.9136,7.5212
3113,Rubigen,BE,46.8997,7.54492
3114,Wichtrach,BE,46.8453,7.57944
3115,Gerzensee,BE,46.8464,7.54609
3116,Noflen,BE,46.8,7.54383
3122,Kehrsatz,BE,46.9121,7.47156
3123,Belp Zustellung,BE,46.8927,7.50675
3124,Belpberg,BE,46.8657,7.52057
3125,Toffen,BE,46.8588,7.49239
3126,Gelterfingen,BE,46.8393,7.49591
3127,Lohnstorf,BE,46.816,7.5103
3128,R�mligen,BE,46.8229,7.50508
3132,Riggisberg,BE,46.8083,7.46944
3144,Gasel,BE,46.8999,7.40185
3145,Niederscherli,BE,46.8828,7.37976
3147,Mittelh�usern,BE,46.8765,7.36851
3148,Lanzenh�usern,BE,46.8435,7.34799
3150,Wahlern,BE,46.8459,7.34279
3152,Mamishaus,BE,46.8097,7.37886
3153,R�schegg,BE,46.7798,7.39272
3154,R�schegg Heubach,BE,46.7819,7.40695
3155,Helgisried,BE,46.8146,7.43035
3156,Riffenmatt,BE,46.7679,7.34718
3157,Milken,BE,46.7931,7.35911
3158,Guggisberg,BE,46.7447,7.34371
3159,Riedst�tt,BE,46.7831,7.31386
3172,Niederwangen BE,BE,46.9153,7.38036
3173,Oberwangen b. Bern,BE,46.9043,7.36753
3174,Th�rishaus,BE,46.9014,7.34942
3175,Flamatt Zustellung,FR,46.8793,7.31963
3176,Neuenegg,BE,46.9071,7.29808
3177,Laupen,BE,46.9099,7.24244
3178,B�singen,FR,46.884,7.23581
3179,Kriechenwil,BE,46.9108,7.22279
3182,Ueberstorf,FR,46.8695,7.3264
3183,Albligen,BE,46.8514,7.31804
3184,W�nnewil-Flamatt,FR,46.8866,7.2806
3185,Schmitten FR,FR,46.8468,7.24202
3186,D�dingen Zust,FR,46.8447,7.19101
3202,Frauenkappelen,BE,46.9553,7.33341
3203,M�hleberg,BE,46.9466,7.27194
3204,Rossh�usern,BE,46.9041,7.26308
3205,G�mmenen,BE,46.9318,7.22766
3206,Ferenbalm,BE,46.9045,7.21097
3207,Golaten,BE,46.9714,7.238
3208,Gurbr�,BE,46.9576,7.20676
3210,Kerzers Zust,FR,46.9812,7.19876
3212,Kleingurmels,FR,46.8941,7.17192
3213,Kleinb�singen,FR,46.8928,7.20098
3214,Ulmiz,FR,46.9287,7.1981
3215,Lurtigen,FR,46.9265,7.16936
3216,Agriswil,FR,46.9634,7.17861
3225,M�ntschemier,BE,46.9949,7.14637
3226,Treiten,BE,47.0065,7.16274
3232,Ins,BE,46.9981,7.10054
3233,Tschugg,BE,47.0236,7.07666
3234,Vinelz,BE,47.0326,7.11664
3235,Erlach,BE,47.0362,7.09186
3236,Gampelen,BE,47.0057,7.05576
3237,Br�ttelen,BE,47.023,7.15108
3238,Gals,BE,47.0278,7.0739
3250,Lyss Kaserne,BE,47.0765,7.31656
3251,Ruppoldsried,BE,47.0844,7.39548
3252,Worben,BE,47.1007,7.29653
3253,Schnottwil,SO,47.1088,7.3912
3254,Balm b. Messen,SO,47.0905,7.45032
3255,Rapperswil BE,BE,47.0583,7.39682
3256,Seewil,BE,47.0544,7.44439
3257,Ammerzwil BE,BE,47.0689,7.3564
3262,Suberg,BE,47.0496,7.32954
3263,B�etigen,BE,47.1056,7.33811
3264,Diessbach b. B�ren,BE,47.1043,7.36388
3266,Wiler b. Seedorf,BE,47.0562,7.32672
3267,Seedorf BE,BE,47.0267,7.31266
3268,Lobsigen,BE,47.0247,7.29584
3270,Aarberg F�cher,BE,47.0462,7.28296
3271,Radelfingen,BE,47.0034,7.26864
3272,Epsach,BE,47.05,7.22474
3273,Kappelen,BE,47.0629,7.27357
3274,Merzligen,BE,47.0651,7.24428
3280,Murten Zustellung,FR,46.9359,7.14296
3282,Bargen BE,BE,47.0332,7.2412
3283,Niederried b. Kallnach,BE,47.0157,7.21498
3284,Fr�schels,FR,46.9963,7.21277
3285,Galmiz,FR,46.9575,7.14988
3286,Muntelier,FR,46.9402,7.13493
3292,Busswil b. B�ren,BE,47.0993,7.31892
3293,Dotzigen,BE,47.126,7.34868
3294,B�ren a.A. Zust,BE,47.1417,7.37064
3295,R�ti b. B�ren,BE,47.1509,7.41097
3296,Arch,BE,47.1656,7.43415
3297,Leuzigen,BE,47.1709,7.46663
3298,Oberwil b. B�ren,BE,47.1282,7.41107
3302,Moosseedorf,BE,47.0104,7.48537
3303,Jegenstorf Zust,BE,47.0522,7.50357
3305,Scheunen,BE,47.0628,7.47619
3306,Etzelkofen,BE,47.0811,7.47948
3307,Brunnenthal,SO,47.0854,7.46672
3308,Grafenried,BE,47.0747,7.50695
3309,Zauggenried,BE,47.0668,7.54873
3312,Fraubrunnen,BE,47.0889,7.53069
3313,B�ren zum Hof,BE,47.097,7.50954
3314,Schalunen,BE,47.1117,7.52237
3315,Kr�iligen,BE,47.1369,7.52988
3317,M�lchi,BE,47.1007,7.47607
3321,Sch�nb�hl EKZ,BE,47.0165,7.49068
3322,Urtenen-S Zust,BE,47.0223,7.4997
3323,B�riswil,BE,47.0141,7.53033
3324,M�tschwil,BE,47.0417,7.54327
3325,Hettiswil,BE,47.0312,7.55755
3326,Krauchthal,BE,47.0096,7.56237
3360,Hbuchsee Zust,BE,47.1946,7.71379
3362,Nieder�nz,BE,47.1861,7.68393
3363,Ober�nz,BE,47.1739,7.69023
3365,Grasswil,BE,47.1446,7.67445
3366,Bollodingen,BE,47.1656,7.70515
3367,Ochlenberg,BE,47.1726,7.73052
3368,Bleienbach,BE,47.1791,7.75378
3372,Wanzwil,BE,47.1942,7.69154
3373,R�thenbach b. Herzogenbuchsee,BE,47.2123,7.69461
3374,Wangenried,BE,47.2175,7.65689
3375,Inkwil,BE,47.1995,7.66448
3376,Berken,BE,47.0626,7.68037
3377,Walliswil b. Wangen,BE,47.2235,7.68336
3380,Wangen Kaserne,BE,47.2311,7.6502
3400,Burgdorf PF mob,BE,47.0537,7.6191
3401,Burgdorf,BE,47.0548,7.62452
3402,Burgdorf,BE,47.0537,7.6191
3412,Heimiswil,BE,47.0627,7.66294
3413,Kaltacker,BE,47.0799,7.66729
3414,Oberburg F�cher,BE,47.0231,7.60657
3415,Hasle F�cher,BE,47.017,7.66627
3416,Affoltern im Emmental,BE,47.0665,7.73382
3417,R�egsau,BE,47.0342,7.68768
3418,R�egsbach,BE,47.0346,7.68994
3419,Biembach,BE,47.0023,7.62831
3421,R�ti b. Lyssach,BE,47.0667,7.57867
3422,Kirchberg BE Zust,BE,47.0814,7.56906
3423,Ersigen,BE,47.0976,7.60424
3424,Ober�sch,BE,47.1068,7.60267
3425,Willadingen,BE,47.136,7.60273
3426,Aefligen,BE,47.0966,7.54949
3427,Utzenstorf,BE,47.1239,7.5635
3428,Wiler b. Utzenstorf,BE,47.1511,7.55781
3429,H�chstetten,BE,47.1423,7.64691
3432,L�tzelfl�h,BE,47.0064,7.68493
3433,Schwanden i. E.,BE,46.9845,7.70549
3434,Landiswil,BE,46.9532,7.67793
3435,Ramsei,BE,46.9979,7.70302
3436,Zollbr�ck Zust,BE,46.9666,7.75176
3437,R�derswil,BE,46.981,7.7243
3438,Lauperswil,BE,46.9581,7.74379
3439,Ranfl�h,BE,46.9798,7.75741
3452,Gr�nenmatt,BE,47.0079,7.7264
3453,Heimisbach,BE,47.0118,7.76031
3454,Sumiswald Zust,BE,47.0319,7.81466
3455,Gr�nen,BE,47.0251,7.73689
3456,Trachselwald,BE,47.0105,7.77232
3457,Wasen im Emmental,BE,47.0436,7.79765
3462,Weier im Emmental,BE,47.0614,7.74837
3463,H�usernmoos,BE,47.0795,7.74938
3464,Schmidigen-M�hlew,BE,47.0935,7.7474
3465,D�rrenroth,BE,47.083,7.7803
3472,Rumendingen,BE,47.1039,7.6919
3473,Alchenstorf,BE,47.1225,7.63666
3474,R�edisbach,BE,47.1196,7.70297
3475,Hermiswil,BE,46.9635,7.61395
3476,Oschwand,BE,47.1408,7.71283
3503,Gysenstein,BE,46.8903,7.59149
3504,Oberh�nigen,BE,46.8712,7.64286
3506,Grossh�chstetten,BE,46.9055,7.63245
3507,Biglen,BE,46.9278,7.62666
3508,Arni BE,BE,46.9314,7.64422
3510,Konolfingen 1 Zust,BE,46.8866,7.60814
3512,Walkringen,BE,46.9607,7.62736
3513,Bigenthal,BE,46.9476,7.6133
3531,Oberthal,BE,46.9174,7.6768
3532,Mirchel,BE,46.8957,7.66756
3533,Bowil,BE,46.89,7.6928
3534,Signau,BE,46.9155,7.73881
3535,Sch�pbach,BE,46.9391,7.73219
3536,Aeschau,BE,46.8973,7.77017
3537,Eggiwil Zustellung,BE,46.8654,7.80918
3538,R�thenbach im Emmental,BE,46.8423,7.75602
3543,Emmenmatt,BE,46.95,7.75077
3550,Langnau i. E. Zust,BE,46.9537,7.80959
3551,Oberfrittenbach,BE,46.9517,7.77863
3552,B�rau,BE,46.9322,7.82527
3553,Gohl,BE,46.9549,7.80698
3555,Trubschachen,BE,46.9084,7.83689
3556,Trub,BE,46.9498,7.89133
3557,Fankhaus (Trub),BE,46.9677,7.90868
3600,Thun Dist Ba,BE,46.7466,7.62217
3601,Thun,BE,46.7466,7.62217
3602,Thun,BE,46.757,7.63019
3603,Thun,BE,46.7619,7.59754
3604,Thun,BE,46.7466,7.62217
3605,Thun,BE,46.757,7.63019
3607,Thun,BE,46.7466,7.62217
3608,Thun,BE,46.7466,7.62217
3609,Thun,BE,46.757,7.63019
3612,Steffisburg 1 Zust,BE,46.7814,7.6327
3613,Steffisburg 2 Zust,BE,46.7814,7.6327
3614,Unterlangenegg,BE,46.7993,7.70125
3615,Buchholterberg,BE,46.8163,7.70334
3616,Oberlangenegg,BE,46.7998,7.73426
3617,Fahrni,BE,46.7981,7.65415
3618,Wachseldorn,BE,46.8156,7.72962
3619,Innereriz,BE,46.7876,7.79884
3622,Homberg,BE,46.7753,7.68273
3623,Buchen BE,BE,46.7748,7.77607
3624,Schwendibach,BE,46.7692,7.65844
3625,Heiligenschwendi,BE,46.752,7.68229
3626,H�nibach,BE,46.7545,7.65643
3627,Heimberg Zust,BE,46.7932,7.60351
3628,Kienersr�ti,BE,46.7936,7.57241
3629,Jaberg,BE,46.8126,7.57996
